text,sentiment,rating,aspects,cmi,structure
ekdom motamoti dekhlam kore onek chhilo kharap,positive,4,"service:negative, price:positive",0.4009260374653245,simple
dekhlam khub motamoti kore dekhlam kharap,positive,4,"price:positive, product:neutral",0.47005495368928385,opinion
price ta average app ta okay quality ta excellent,positive,4,"price:neutral, app:neutral, quality:positive",0.35734194720374113,contrast
kharap khub onek kore mone kharap khub,negative,2,"delivery:negative, product:negative",0.40292528240931547,opinion
khub motamoti kharap mone kore onek,negative,2,"service:negative, app:negative",0.6459615062208743,temporal
holo dekhlam mone kharap ekdom kharap use,positive,4,"service:positive, price:neutral",0.5239192975909119,contrast
chhilo khub motamoti motamoti khub ekdom chhilo,negative,2,"product:negative, app:positive",0.582884847863461,simple
ekdom holo use kharap bhalo ekdom,negative,2,"quality:negative, service:neutral",0.5280145155371087,contrast
product ta motamoti service ta joss,positive,4,"product:neutral, service:positive",0.4088955734677526,temporal
experience ta bad service ta khub kharap,negative,2,"experience:negative, service:negative",0.3295931942936848,opinion
mone ekdom ekdom dekhlam holo kharap holo dekhlam khub kharap,neutral,3,"app:positive, quality:neutral, product:neutral",0.4808647695131234,opinion
bhalo mone use chhilo khub use,neutral,3,"price:negative, delivery:positive",0.4972698780098851,temporal
product ta motamoti experience ta bad,negative,2,"product:neutral, experience:negative",0.4030303271463685,contrast
kharap dekhlam khub chhilo dekhlam mone ekdom kharap kore use,neutral,3,"experience:neutral, price:negative, product:positive",0.43210162024013105,contrast
delivery ta bad app ta average experience ta motamoti,negative,2,"delivery:negative, app:neutral, experience:neutral",0.39234763051557614,simple
ekdom onek use use dekhlam holo khub dekhlam motamoti ekdom kore,neutral,3,"service:positive, experience:neutral, app:negative",0.6249123511834452,opinion
ekdom kore kore use mone use ekdom motamoti chhilo ekdom,negative,2,"delivery:positive, price:negative, app:negative",0.4349853191662552,temporal
chhilo mone use dekhlam chhilo kore khub bhalo dekhlam,neutral,3,"product:negative, price:negative, app:positive",0.4556026675813579,temporal
use khub holo kore khub onek,negative,2,"product:negative, service:neutral",0.624710371801378,temporal
motamoti kharap use ekdom onek motamoti,neutral,3,"delivery:negative, service:positive",0.46422065017986386,temporal
experience ta khub kharap price ta okay,negative,2,"experience:negative, price:neutral",0.3856694045893514,simple
khub kore bhalo use bhalo bhalo,positive,4,"product:neutral, delivery:positive",0.4814194239700543,temporal
mone mone khub kharap bhalo motamoti kharap dekhlam kore khub,positive,4,"experience:neutral, delivery:positive, product:neutral",0.630070045375051,opinion
delivery ta motamoti app ta motamoti,neutral,3,"delivery:neutral, app:neutral",0.3241143978245717,simple
bhalo motamoti holo kharap ekdom mone khub onek use khub,neutral,3,"delivery:neutral, price:positive, app:negative",0.42934977132135244,opinion
motamoti chhilo mone chhilo bhalo kore chhilo ekdom kharap onek,negative,2,"quality:negative, app:neutral, service:neutral",0.4436964268967033,simple
kharap ekdom kore motamoti dekhlam khub,positive,4,"product:positive, quality:neutral",0.65856421112397,opinion
app ta excellent quality ta joss,positive,4,"app:positive, quality:positive",0.36256974242215106,temporal
kore motamoti dekhlam mone ekdom chhilo,positive,5,"experience:positive, app:positive",0.5103105585141714,opinion
khub use dekhlam mone motamoti kore chhilo,negative,2,"delivery:negative, product:positive",0.5593227732168917,temporal
kore onek onek mone ekdom kore chhilo ekdom ekdom,positive,4,"service:negative, quality:positive, product:positive",0.5565057031707226,contrast
ekdom chhilo onek kore mone ekdom chhilo kharap onek,neutral,3,"quality:neutral, price:neutral, product:negative",0.6851833977763262,simple
kharap chhilo use khub onek holo dekhlam dekhlam dekhlam,neutral,3,"product:neutral, app:positive, delivery:neutral",0.4674619974488321,simple
khub mone chhilo khub ekdom ekdom bhalo dekhlam chhilo,positive,4,"service:neutral, experience:positive, delivery:positive",0.6267369591852501,temporal
khub khub use bhalo ekdom mone motamoti dekhlam use,negative,2,"app:negative, delivery:negative, product:positive",0.5420654731825647,temporal
bhalo ekdom dekhlam mone use holo onek holo motamoti,positive,4,"delivery:neutral, product:positive, app:positive",0.585310855991183,contrast
holo use kharap use khub kharap mone dekhlam dekhlam,neutral,3,"delivery:neutral, app:neutral, experience:neutral",0.61049552636621,contrast
quality ta motamoti service ta khub kharap,negative,2,"quality:neutral, service:negative",0.3348119611342772,contrast
kharap dekhlam onek kore ekdom motamoti mone kharap chhilo,neutral,3,"app:negative, product:neutral, experience:positive",0.6565049576653766,opinion
chhilo kore mone kharap mone use,positive,4,"service:positive, quality:neutral",0.5935066686574445,contrast
quality ta average product ta khub bhalo service ta okay,positive,4,"quality:neutral, product:positive, service:neutral",0.3303948001950179,contrast
app ta motamoti experience ta darun service ta boring,neutral,3,"app:neutral, experience:positive, service:negative",0.4093087529749519,contrast
app ta average product ta boring,negative,2,"app:neutral, product:negative",0.35635256569595286,contrast
kharap use chhilo kharap dekhlam bhalo kore,positive,4,"delivery:neutral, service:positive",0.463013268042008,simple
service ta okay price ta average quality ta okay,neutral,3,"service:neutral, price:neutral, quality:neutral",0.3258983128667321,contrast
product ta average delivery ta average,neutral,3,"product:neutral, delivery:neutral",0.37046027428835687,contrast
dekhlam khub use kharap bhalo onek kharap onek motamoti,neutral,3,"delivery:neutral, price:positive, service:negative",0.6236003456434371,temporal
dekhlam chhilo kore mone mone dekhlam,positive,4,"delivery:positive, experience:positive",0.5588920679024147,temporal
motamoti mone motamoti khub motamoti dekhlam ekdom chhilo chhilo ekdom,negative,2,"quality:negative, app:neutral, service:neutral",0.669885524231383,temporal
onek use use ekdom mone dekhlam kore kharap khub,negative,2,"price:neutral, quality:negative, product:neutral",0.5175390086609521,opinion
onek use onek use motamoti use dekhlam motamoti ekdom,positive,4,"service:neutral, delivery:positive, price:neutral",0.446910103685042,opinion
kharap onek ekdom bhalo mone mone,neutral,3,"quality:negative, experience:positive",0.6804213146155162,temporal
price ta darun product ta motamoti experience ta darun,positive,4,"price:positive, product:neutral, experience:positive",0.3361409072458853,temporal
ekdom kharap motamoti dekhlam motamoti bhalo,neutral,3,"product:neutral, app:neutral",0.6497595736784616,opinion
quality ta joss app ta average delivery ta khub bhalo,positive,4,"quality:positive, app:neutral, delivery:positive",0.30139188343100776,opinion
product ta boring service ta average quality ta okay,neutral,3,"product:negative, service:neutral, quality:neutral",0.39409001725151566,temporal
onek use mone ekdom mone use holo bhalo dekhlam,neutral,3,"experience:neutral, quality:neutral, delivery:positive",0.4973065240157787,contrast
product ta bad delivery ta excellent,neutral,3,"product:negative, delivery:positive",0.3797585045129417,opinion
product ta bad price ta bad,negative,2,"product:negative, price:negative",0.3132293145295062,simple
delivery ta bad quality ta boring app ta okay,negative,2,"delivery:negative, quality:negative, app:neutral",0.3700202862440446,opinion
kore bhalo holo holo use bhalo holo dekhlam bhalo khub,positive,4,"service:positive, delivery:neutral, app:positive",0.4988968729672518,temporal
holo chhilo kharap holo kharap ekdom holo motamoti khub dekhlam,neutral,3,"delivery:negative, app:positive, quality:neutral",0.41169669051301744,opinion
mone mone khub use onek bhalo ekdom bhalo mone,neutral,3,"delivery:neutral, price:positive, service:negative",0.5026329069137806,simple
dekhlam use dekhlam use motamoti holo,negative,2,"experience:neutral, app:negative",0.4490133687078084,opinion
chhilo mone ekdom mone bhalo dekhlam chhilo khub motamoti kharap,neutral,3,"product:negative, delivery:neutral, service:positive",0.4260022423237493,temporal
quality ta okay delivery ta boring product ta bad,negative,2,"quality:neutral, delivery:negative, product:negative",0.3382728080940258,opinion
khub ekdom holo motamoti bhalo mone ekdom onek kharap,negative,2,"product:neutral, app:negative, delivery:negative",0.49189908466218024,temporal
quality ta joss service ta khub kharap,neutral,3,"quality:positive, service:negative",0.37219033734471085,simple
motamoti holo ekdom chhilo dekhlam bhalo mone use,positive,4,"price:negative, quality:positive",0.6929462568086111,opinion
dekhlam khub holo ekdom ekdom bhalo,positive,4,"quality:positive, experience:positive",0.6886052722940859,simple
dekhlam bhalo kore kharap onek use motamoti kore use onek,neutral,3,"experience:neutral, product:negative, quality:positive",0.5044364133609682,simple
kharap motamoti dekhlam mone mone onek use kore chhilo,negative,2,"delivery:neutral, quality:neutral, experience:negative",0.6458785004344078,contrast
kore chhilo onek chhilo chhilo mone kore,neutral,3,"product:negative, quality:positive",0.438351683816574,contrast
delivery ta motamoti service ta excellent,positive,4,"delivery:neutral, service:positive",0.35636151191248044,simple
price ta bad app ta boring,negative,1,"price:negative, app:negative",0.3960583503942362,opinion
ekdom holo chhilo motamoti kharap dekhlam motamoti,negative,2,"experience:negative, product:negative",0.5962640785377269,contrast
dekhlam bhalo kharap chhilo bhalo kore,neutral,3,"delivery:neutral, quality:neutral",0.620545355533404,contrast
use use kore holo chhilo use,positive,4,"product:neutral, app:positive",0.531814865060513,simple
kore kore dekhlam use dekhlam kharap,positive,4,"product:neutral, price:positive",0.45782519870337207,temporal
kore bhalo use kharap khub ekdom ekdom,neutral,3,"quality:negative, price:positive",0.6114556363822794,contrast
onek ekdom mone kharap holo kharap use,negative,2,"quality:negative, price:neutral",0.6793123612651067,contrast
holo use khub bhalo holo khub holo khub motamoti mone,neutral,3,"experience:neutral, price:neutral, service:negative",0.5158329589227015,opinion
service ta motamoti quality ta darun delivery ta excellent,positive,4,"service:neutral, quality:positive, delivery:positive",0.377400869448418,opinion
bhalo kharap ekdom bhalo kharap khub,negative,2,"delivery:negative, price:neutral",0.5489096144363858,temporal
chhilo bhalo holo mone mone kharap dekhlam kharap holo,negative,2,"product:negative, app:negative, experience:neutral",0.5924074447696942,simple
app ta okay experience ta motamoti,neutral,3,"app:neutral, experience:neutral",0.3129622772297574,opinion
quality ta bad app ta khub kharap delivery ta okay,negative,2,"quality:negative, app:negative, delivery:neutral",0.3796380875900106,temporal
dekhlam mone use motamoti khub holo chhilo motamoti kharap onek,negative,2,"delivery:neutral, app:negative, quality:negative",0.603181708766471,temporal
kharap kore mone ekdom onek motamoti,negative,1,"delivery:negative, quality:negative",0.49895641122163026,opinion
mone kharap kharap kore dekhlam kharap dekhlam bhalo holo,negative,2,"app:negative, experience:positive, quality:negative",0.5148639776736325,temporal
onek chhilo bhalo onek chhilo ekdom onek onek mone khub,negative,2,"experience:neutral, app:negative, delivery:negative",0.5252495833471004,simple
app ta khub bhalo service ta joss product ta okay,positive,4,"app:positive, service:positive, product:neutral",0.3856724400889579,temporal
service ta boring product ta excellent quality ta okay,neutral,3,"service:negative, product:positive, quality:neutral",0.38685442729222963,temporal
chhilo ekdom dekhlam khub bhalo kore khub bhalo bhalo,neutral,3,"experience:neutral, app:neutral, service:positive",0.5940009772294332,opinion
khub holo ekdom mone chhilo onek chhilo onek holo,neutral,3,"app:negative, product:positive, quality:neutral",0.5384607674708803,temporal
price ta joss product ta darun service ta average,positive,4,"price:positive, product:positive, service:neutral",0.3847301823753066,contrast
chhilo kharap kore use mone dekhlam chhilo use bhalo,positive,4,"app:positive, quality:neutral, delivery:positive",0.44080411081785925,contrast
kharap dekhlam kore mone chhilo chhilo kharap kore kharap,neutral,3,"delivery:neutral, experience:negative, service:neutral",0.543773532476423,simple
bhalo ekdom dekhlam khub mone chhilo,positive,4,"product:positive, app:neutral",0.5097358560087828,opinion
chhilo kore dekhlam kharap dekhlam chhilo dekhlam khub use use,positive,4,"quality:positive, service:neutral, price:neutral",0.6277264288633384,temporal
use kore ekdom kore chhilo kore onek,negative,2,"experience:negative, service:negative",0.44500910088347817,opinion
chhilo bhalo onek kharap dekhlam khub kore motamoti chhilo kharap,positive,4,"app:neutral, quality:positive, price:neutral",0.5618241340285199,temporal
holo use kharap use chhilo khub,neutral,3,"price:negative, app:positive",0.5342622440474248,temporal
mone motamoti khub kore mone holo khub mone dekhlam khub,negative,2,"product:negative, service:negative, price:positive",0.6249757438676302,simple
use use dekhlam kharap khub kharap motamoti bhalo motamoti,neutral,3,"product:neutral, service:positive, experience:neutral",0.4421298390106585,opinion
dekhlam onek mone use use ekdom dekhlam mone holo ekdom dekhlam,negative,2,"experience:negative, app:neutral, product:negative",0.3982982055478793,contrast
khub motamoti chhilo bhalo kharap mone holo,positive,4,"service:positive, experience:positive",0.6905778843284162,temporal
ekdom dekhlam ekdom mone onek bhalo onek bhalo mone,neutral,3,"app:neutral, price:neutral, quality:neutral",0.5320858593132115,opinion
khub bhalo motamoti kharap dekhlam use dekhlam chhilo use chhilo,neutral,3,"delivery:neutral, service:negative, app:neutral",0.5402998347940903,opinion
kharap chhilo onek kharap kore ekdom,positive,4,"delivery:negative, price:positive",0.5495315566567931,simple
bhalo mone khub motamoti motamoti use dekhlam,neutral,3,"experience:negative, quality:positive",0.4423435178160627,simple
price ta boring delivery ta average product ta excellent,neutral,3,"price:negative, delivery:neutral, product:positive",0.33226919521584725,opinion
use bhalo use dekhlam dekhlam kore use use kore motamoti,negative,2,"price:neutral, app:negative, delivery:negative",0.4794857980573009,simple
holo use ekdom use mone use bhalo,positive,5,"experience:positive, service:positive",0.45191460624184915,temporal
experience ta darun app ta khub bhalo delivery ta khub kharap,positive,4,"experience:positive, app:positive, delivery:negative",0.3402379994241132,opinion
dekhlam onek bhalo khub khub dekhlam holo use ekdom mone kore,neutral,3,"service:positive, delivery:positive, quality:negative",0.4173183695563374,contrast
price ta khub kharap quality ta motamoti product ta darun,neutral,3,"price:negative, quality:neutral, product:positive",0.39618502357463165,opinion
product ta joss service ta okay delivery ta joss,positive,4,"product:positive, service:neutral, delivery:positive",0.32796560500111316,simple
bhalo mone ekdom dekhlam mone khub ekdom motamoti onek,positive,4,"price:neutral, app:neutral, delivery:positive",0.6757279767517708,opinion
bhalo holo khub kharap khub khub,positive,4,"product:positive, app:neutral",0.6762152858460388,opinion
holo use mone chhilo khub mone mone onek mone,positive,4,"service:neutral, delivery:neutral, price:positive",0.6138632824259018,temporal
use ekdom khub chhilo holo bhalo dekhlam dekhlam kharap dekhlam chhilo,neutral,3,"app:neutral, quality:positive, experience:negative",0.6423004582830723,contrast
experience ta motamoti product ta darun,positive,4,"experience:neutral, product:positive",0.38768860352954787,opinion
price ta khub kharap experience ta khub bhalo,neutral,3,"price:negative, experience:positive",0.30711935523465267,contrast
motamoti chhilo use onek kharap holo bhalo holo khub,positive,4,"delivery:negative, price:positive, product:positive",0.562104821364839,simple
experience ta motamoti product ta darun price ta bad,neutral,3,"experience:neutral, product:positive, price:negative",0.4012979095913969,temporal
holo dekhlam mone mone kore use holo use ekdom,neutral,3,"app:positive, price:neutral, quality:neutral",0.452167297353711,contrast
kharap dekhlam kharap onek khub khub mone,neutral,3,"service:positive, delivery:negative",0.6392407232928543,simple
motamoti kore dekhlam bhalo onek mone kharap use use chhilo,neutral,3,"price:positive, app:neutral, service:neutral",0.44524841165440815,temporal
onek onek holo holo mone use,negative,2,"app:negative, price:neutral",0.6996738789246851,temporal
kharap mone bhalo mone onek khub,negative,2,"quality:negative, service:positive",0.6545237056681052,temporal
quality ta bad service ta okay experience ta khub kharap,negative,2,"quality:negative, service:neutral, experience:negative",0.3468676330821595,simple
dekhlam khub dekhlam mone kore kharap,neutral,3,"service:neutral, price:neutral",0.4689081818945496,simple
holo khub kore khub khub kharap dekhlam holo holo holo,positive,4,"quality:positive, product:neutral, app:positive",0.6220481393809161,simple
experience ta excellent quality ta joss price ta motamoti,positive,4,"experience:positive, quality:positive, price:neutral",0.36249570575053464,contrast
dekhlam onek kharap khub chhilo khub,positive,4,"service:neutral, experience:positive",0.5581926888172131,contrast
kharap onek ekdom bhalo motamoti motamoti,positive,4,"quality:negative, service:positive",0.5835478294107208,opinion
product ta average app ta bad quality ta excellent,neutral,3,"product:neutral, app:negative, quality:positive",0.3719334562388051,contrast
motamoti ekdom kharap use motamoti use,positive,5,"service:positive, delivery:positive",0.4894247916960668,simple
product ta okay delivery ta boring experience ta joss,neutral,3,"product:neutral, delivery:negative, experience:positive",0.3752557402609257,temporal
ekdom kharap motamoti bhalo bhalo onek,positive,4,"app:neutral, price:positive",0.6393526393544591,temporal
kharap chhilo ekdom chhilo use onek chhilo,negative,2,"experience:negative, price:neutral",0.6924647098941847,temporal
holo khub dekhlam motamoti chhilo bhalo bhalo,negative,2,"experience:neutral, app:negative",0.6816402513611638,contrast
ekdom khub ekdom ekdom khub chhilo bhalo mone motamoti,neutral,3,"quality:neutral, product:positive, delivery:neutral",0.6993585292725876,temporal
chhilo mone motamoti motamoti kharap dekhlam bhalo bhalo use,neutral,3,"service:positive, product:positive, delivery:negative",0.5491253207573992,contrast
bhalo onek mone onek bhalo kore,negative,2,"service:neutral, experience:negative",0.5562065969619798,opinion
kore holo khub khub chhilo chhilo kharap motamoti mone onek,positive,4,"product:positive, service:neutral, price:neutral",0.6747006399068863,simple
use ekdom khub khub bhalo khub holo use holo,neutral,3,"app:negative, quality:neutral, price:neutral",0.5008030588229117,opinion
app ta khub kharap product ta excellent,positive,4,"app:negative, product:positive",0.3596045550240514,contrast
service ta bad quality ta boring,negative,2,"service:negative, quality:negative",0.40043115737208895,opinion
delivery ta excellent experience ta average,positive,4,"delivery:positive, experience:neutral",0.3723164381354644,simple
chhilo onek motamoti kore holo chhilo ekdom kore bhalo,neutral,3,"app:neutral, delivery:neutral, quality:positive",0.6695688376123832,opinion
onek dekhlam onek chhilo use ekdom,positive,4,"quality:positive, product:neutral",0.5593416673458108,opinion
experience ta bad product ta joss,negative,2,"experience:negative, product:positive",0.38879005542233164,opinion
app ta khub bhalo experience ta motamoti,positive,4,"app:positive, experience:neutral",0.3076425677705664,contrast
kharap mone dekhlam khub ekdom motamoti mone khub dekhlam,neutral,3,"price:neutral, quality:neutral, product:negative",0.6353013202756108,opinion
chhilo khub dekhlam mone mone bhalo bhalo,negative,2,"product:negative, service:negative",0.5986284647271098,simple
use motamoti khub use onek ekdom holo,positive,4,"experience:positive, delivery:neutral",0.43707779629666,temporal
holo motamoti bhalo ekdom ekdom khub holo chhilo,positive,4,"delivery:positive, product:negative",0.5459506748879306,temporal
kharap ekdom onek motamoti ekdom chhilo kharap ekdom holo,positive,4,"app:positive, experience:positive, price:neutral",0.47880886161402847,temporal
bhalo chhilo holo mone onek mone kore onek,negative,2,"product:negative, quality:negative",0.5425516088342228,temporal
kore khub holo kore dekhlam bhalo ekdom,neutral,3,"price:positive, service:negative",0.6639925544782558,opinion
kharap bhalo bhalo chhilo bhalo bhalo onek,negative,2,"price:negative, app:neutral",0.40546048005182866,temporal
bhalo holo kharap onek bhalo kore bhalo ekdom motamoti,positive,4,"delivery:positive, product:neutral, app:neutral",0.5548473044520337,temporal
onek ekdom use kore kore khub kore chhilo holo motamoti,negative,2,"delivery:neutral, product:negative, price:negative",0.5720628970570736,contrast
kharap onek holo use mone mone use,negative,2,"product:positive, experience:negative",0.5653887751492519,contrast
quality ta okay service ta darun,positive,4,"quality:neutral, service:positive",0.382250718716704,simple
holo motamoti kharap use dekhlam chhilo khub ekdom bhalo,negative,2,"service:negative, delivery:neutral, price:neutral",0.5029219093978043,simple
kharap kharap motamoti onek motamoti khub,negative,2,"price:negative, app:positive",0.6173859747007489,contrast
ekdom onek mone holo motamoti kharap,positive,4,"app:negative, experience:positive",0.5023790333147755,contrast
onek khub ekdom dekhlam kore mone dekhlam motamoti holo onek,negative,2,"quality:neutral, product:negative, service:negative",0.6828599474502962,simple
khub mone motamoti onek bhalo motamoti dekhlam,negative,2,"experience:negative, delivery:negative",0.6806564648039276,temporal
ekdom kharap chhilo khub holo kore,positive,4,"price:neutral, app:positive",0.6127478074607666,opinion
ekdom motamoti mone kharap mone onek bhalo,negative,2,"price:neutral, experience:negative",0.5849399580022753,simple
app ta bad service ta average,negative,2,"app:negative, service:neutral",0.310802111726913,opinion
kharap dekhlam chhilo chhilo kore mone mone use holo bhalo,neutral,3,"quality:positive, price:neutral, delivery:negative",0.4238048862376086,opinion
dekhlam kharap khub chhilo bhalo bhalo ekdom mone onek bhalo,neutral,3,"experience:negative, app:positive, service:positive",0.5872141295651292,contrast
bhalo ekdom holo kore khub onek,neutral,3,"app:neutral, experience:neutral",0.4402538517619725,opinion
kore dekhlam motamoti dekhlam ekdom khub,negative,2,"delivery:negative, service:neutral",0.4704151548783698,contrast
holo onek onek ekdom dekhlam holo kharap,negative,2,"service:negative, experience:negative",0.5811712793598536,simple
price ta motamoti service ta bad experience ta darun,neutral,3,"price:neutral, service:negative, experience:positive",0.3756943035493393,temporal
chhilo chhilo chhilo khub holo onek chhilo ekdom bhalo,neutral,3,"service:positive, product:negative, delivery:neutral",0.43459707112289814,opinion
price ta okay app ta okay,neutral,3,"price:neutral, app:neutral",0.4072351631575994,temporal
khub kharap use motamoti bhalo use bhalo,negative,2,"delivery:negative, quality:positive",0.635655479734056,contrast
delivery ta okay experience ta boring,negative,2,"delivery:neutral, experience:negative",0.32982719049668424,contrast
quality ta excellent delivery ta bad experience ta excellent,neutral,3,"quality:positive, delivery:negative, experience:positive",0.330819755153035,temporal
kharap dekhlam kore bhalo kore onek ekdom kharap ekdom kharap holo,positive,4,"app:positive, product:positive, service:positive",0.4930204685682567,opinion
delivery ta khub kharap experience ta darun price ta average,neutral,3,"delivery:negative, experience:positive, price:neutral",0.3630836232404988,temporal
price ta darun service ta okay app ta darun,positive,4,"price:positive, service:neutral, app:positive",0.40254471612413917,temporal
holo bhalo holo ekdom khub onek bhalo khub khub use,neutral,3,"product:neutral, app:positive, quality:neutral",0.6523725580238758,simple
onek mone mone kharap mone ekdom,positive,4,"app:positive, delivery:neutral",0.6407898552644958,opinion
quality ta average product ta boring,negative,2,"quality:neutral, product:negative",0.3297829568755964,contrast
mone holo dekhlam ekdom onek kore khub,positive,4,"service:positive, price:positive",0.4202877877159231,simple
onek use kore holo onek holo ekdom ekdom kharap use,positive,4,"app:positive, product:positive, quality:negative",0.6801318487563849,opinion
bhalo mone ekdom khub ekdom chhilo onek motamoti ekdom,neutral,3,"app:positive, delivery:negative, product:positive",0.6614424042530396,simple
app ta bad experience ta excellent,neutral,3,"app:negative, experience:positive",0.30845828499619465,simple
kore dekhlam chhilo holo dekhlam kore ekdom chhilo onek,positive,4,"quality:positive, product:positive, delivery:negative",0.6266426860365643,temporal
motamoti kore motamoti dekhlam use motamoti,neutral,3,"quality:neutral, product:neutral",0.5682539888399161,contrast
ekdom dekhlam holo holo dekhlam chhilo motamoti,negative,2,"quality:negative, price:neutral",0.47362812480354455,contrast
motamoti chhilo dekhlam motamoti onek motamoti,neutral,3,"price:neutral, service:neutral",0.624463799682206,temporal
holo onek use kore use dekhlam dekhlam motamoti dekhlam,neutral,3,"service:negative, product:positive, price:positive",0.5488026480781572,contrast
kore motamoti kore mone kharap mone,positive,4,"experience:positive, quality:neutral",0.4869075334914268,simple
khub chhilo motamoti onek chhilo motamoti,neutral,3,"experience:neutral, app:neutral",0.6987614959019625,simple
quality ta excellent service ta boring price ta bad,negative,2,"quality:positive, service:negative, price:negative",0.32042900482355086,simple
bhalo dekhlam chhilo motamoti bhalo bhalo,neutral,3,"quality:neutral, app:neutral",0.5373423449510892,simple
mone ekdom ekdom khub motamoti kore ekdom,positive,4,"quality:positive, product:negative",0.530161734243517,opinion
chhilo khub mone dekhlam kore khub holo onek motamoti kore,positive,4,"quality:positive, delivery:positive, product:neutral",0.5903857668385335,simple
holo kharap kore chhilo chhilo bhalo,positive,5,"quality:positive, service:positive",0.4799700601670832,contrast
service ta motamoti product ta motamoti,neutral,3,"service:neutral, product:neutral",0.32206446691413354,temporal
chhilo use kore ekdom kharap bhalo kore kharap onek kharap,neutral,3,"experience:neutral, app:neutral, delivery:positive",0.590373205304646,contrast
motamoti mone holo dekhlam khub khub,negative,2,"service:neutral, quality:negative",0.6103175278110767,simple
bhalo chhilo use holo onek ekdom,negative,2,"service:negative, app:neutral",0.476962713591645,contrast
holo dekhlam dekhlam kore holo kore mone,negative,2,"product:negative, delivery:positive",0.4464461018434778,simple
chhilo dekhlam kore kharap chhilo kore bhalo use chhilo khub,neutral,3,"price:positive, service:positive, experience:negative",0.667319119267166,opinion
kore kharap mone kharap chhilo ekdom,positive,4,"delivery:positive, experience:positive",0.6449336318278385,temporal
bhalo mone chhilo kore mone chhilo onek,positive,4,"app:positive, price:negative",0.5142726259864532,contrast
mone kore dekhlam bhalo khub holo motamoti use dekhlam,neutral,3,"product:negative, experience:positive, delivery:negative",0.5979840026926615,simple
holo chhilo chhilo mone onek holo ekdom ekdom bhalo,positive,4,"delivery:neutral, service:positive, product:positive",0.6167115541752644,simple
kharap motamoti holo dekhlam ekdom kharap mone chhilo chhilo motamoti,negative,2,"app:neutral, quality:negative, experience:negative",0.5650117823773549,opinion
kharap ekdom onek chhilo bhalo dekhlam chhilo,negative,2,"experience:neutral, price:negative",0.6737243055593188,simple
onek chhilo bhalo holo kore khub chhilo ekdom onek motamoti onek,positive,4,"app:positive, service:positive, delivery:negative",0.5179096481862072,opinion
dekhlam onek use mone khub khub,negative,2,"quality:positive, experience:negative",0.6144743953957701,simple
use kore dekhlam holo bhalo motamoti kharap,negative,2,"app:neutral, experience:negative",0.6054702126761066,temporal
khub bhalo mone kharap use mone motamoti bhalo chhilo bhalo,neutral,3,"experience:neutral, delivery:negative, app:positive",0.4502322025263977,contrast
holo motamoti khub bhalo ekdom dekhlam use,negative,1,"experience:negative, delivery:negative",0.6427132611580626,simple
mone use kharap use use use holo onek bhalo,neutral,3,"service:neutral, app:positive, product:neutral",0.5289971397877141,contrast
delivery ta excellent product ta darun experience ta bad,positive,4,"delivery:positive, product:positive, experience:negative",0.3479495060699426,opinion
chhilo holo bhalo ekdom mone onek kore chhilo kharap,neutral,3,"app:positive, price:neutral, experience:negative",0.683250235065214,temporal
experience ta okay product ta okay,neutral,3,"experience:neutral, product:neutral",0.31650627002885906,temporal
price ta bad product ta darun,neutral,3,"price:negative, product:positive",0.4160222320033069,simple
chhilo bhalo ekdom kore mone onek mone kharap kharap ekdom use,neutral,3,"product:neutral, delivery:positive, price:negative",0.5009455816642528,temporal
use motamoti use ekdom bhalo chhilo khub dekhlam bhalo,positive,4,"app:neutral, product:neutral, service:positive",0.5678331097208329,simple
ekdom use mone holo onek bhalo kore ekdom dekhlam,negative,2,"app:neutral, quality:negative, experience:negative",0.546143769019738,opinion
kharap holo khub onek mone kore,positive,4,"app:positive, experience:neutral",0.6414831471817277,simple
price ta motamoti delivery ta okay app ta excellent,positive,4,"price:neutral, delivery:neutral, app:positive",0.40744136515284224,opinion
kharap kharap dekhlam kharap holo dekhlam,positive,5,"experience:positive, quality:positive",0.5208907610797842,opinion
ekdom kharap motamoti khub use holo,negative,2,"quality:negative, delivery:negative",0.6884527809684697,contrast
kore chhilo khub bhalo kharap bhalo chhilo ekdom kharap,positive,4,"delivery:positive, service:positive, quality:neutral",0.6315280866147498,contrast
motamoti khub mone kore kore ekdom chhilo motamoti ekdom ekdom,neutral,3,"experience:negative, app:neutral, price:positive",0.43328112451032186,opinion
kharap mone dekhlam chhilo khub kore khub bhalo use,neutral,3,"product:positive, delivery:neutral, experience:negative",0.6731504665090385,temporal
motamoti chhilo mone chhilo onek use kore use kharap,neutral,3,"quality:positive, app:neutral, product:neutral",0.5138715072558535,temporal
khub dekhlam dekhlam onek khub ekdom,positive,4,"product:positive, app:neutral",0.6633388834216626,opinion
delivery ta motamoti service ta boring experience ta darun,neutral,3,"delivery:neutral, service:negative, experience:positive",0.32386395426673037,opinion
ekdom holo onek kharap holo khub,negative,2,"app:positive, delivery:negative",0.6934854561448021,simple
service ta average price ta joss,positive,4,"service:neutral, price:positive",0.40891757752016145,contrast
motamoti khub kharap motamoti onek khub dekhlam use khub onek,negative,2,"experience:neutral, price:negative, quality:negative",0.4222025612898348,temporal
khub ekdom khub use chhilo bhalo mone,negative,2,"product:positive, delivery:negative",0.6433753986975314,simple
ekdom mone khub khub motamoti ekdom ekdom,positive,4,"service:positive, quality:positive",0.5180818480883247,contrast
